-4.00	2.00	-4.00	2.00	0.021931	0.021848	0.022084	0.021954	-0.200768	-0.190825	-0.183914	nan	1.149326	0.382439	1.058779	0.774944	-0.147868	-0.212120	-0.216025	nan
-4.00	3.00	-4.00	3.00	0.028022	0.027969	0.028326	0.028105	-0.209497	-1.613178	2.193707	0.905065	0.304598	0.203261	0.359239	0.281225	-2.283975	3.528588	1.593840	nan
-4.00	4.00	-4.00	4.00	0.033641	0.033507	0.033998	0.033715	-15.533559	0.187566	0.172052	nan	-0.352072	0.252749	0.331000	nan	0.132331	0.261156	0.238941	0.202124
-4.00	5.00	-4.00	5.00	0.038108	0.037724	0.038323	0.038051	0.304730	0.127223	0.123998	0.168771	-0.183075	0.190028	0.199572	nan	0.083782	0.154063	0.147169	0.123848
-4.00	2.00	-3.75	2.00	0.022652	0.022541	0.022748	0.022647	-0.273399	-0.238595	-0.226901	nan	4.399000	0.454102	1.481698	1.435784	-0.166931	-0.253477	-0.245849	nan
-4.00	3.00	-3.75	3.00	0.028928	0.028801	0.029118	0.028949	-0.304886	-36.779027	1.427237	2.520063	0.349381	0.212796	0.325350	0.289204	-2.544605	1.059190	0.949102	nan
-4.00	4.00	-3.75	4.00	0.034701	0.034429	0.034871	0.034667	-1.095783	0.213730	0.178845	nan	-1.098825	0.198231	0.271621	nan	0.135446	0.238480	0.223134	0.193165
-4.00	5.00	-3.75	5.00	0.039271	0.038677	0.039219	0.039055	0.356178	0.132152	0.124495	0.180287	-0.226695	0.168241	0.186713	nan	0.082398	0.148030	0.141278	0.119889
-4.00	2.00	-3.50	2.00	0.023427	0.023282	0.023457	0.023389	-0.407826	-0.316553	-0.295895	nan	-1.907275	0.604653	3.278613	nan	-0.200641	-0.331474	-0.294411	nan
-4.00	3.00	-3.50	3.00	0.029899	0.029688	0.029960	0.029849	-0.621475	1.303798	0.784575	nan	0.533512	0.246221	0.339195	0.354519	21.386699	0.547902	0.636720	1.954032
-4.00	4.00	-3.50	4.00	0.035836	0.035408	0.035794	0.035679	-0.709590	0.239631	0.187566	nan	1.072902	0.171757	0.226139	0.346697	0.143886	0.211676	0.210936	0.185900
-4.00	5.00	-3.50	5.00	0.040514	0.039683	0.040163	0.040119	0.431455	0.137138	0.125231	0.194955	-0.320192	0.151564	0.172537	nan	0.082516	0.142202	0.137272	0.117222
-4.00	2.00	-3.25	2.00	0.024263	0.024077	0.024216	0.024185	-0.751782	-0.467485	-0.425221	nan	-0.693120	1.068917	-4.868039	1.533565	-0.268959	-0.526676	-0.387957	nan
-4.00	3.00	-3.25	3.00	0.030944	0.030636	0.030858	0.030812	-9.010569	0.640736	0.517344	nan	1.416689	0.307449	0.379341	0.548730	1.181962	0.346910	0.455618	0.571663
-4.00	4.00	-3.25	4.00	0.037053	0.036449	0.036773	0.036758	-0.866392	0.243522	0.191557	nan	0.460141	0.166977	0.200062	0.248640	0.156966	0.184131	0.199231	0.179238
-4.00	5.00	-3.25	5.00	0.041845	0.040749	0.041160	0.041249	0.536379	0.141523	0.126031	0.212288	-0.674950	0.139889	0.156549	nan	0.085355	0.135748	0.136115	0.116401
