-4.00	4.00	1.00	4.00	0.418668	0.296701	0.255860	0.316760	0.051223	0.044081	0.042381	0.045740	0.148218	0.108934	0.135555	0.129835	0.174820	0.129435	0.132439	0.144174
-3.75	3.00	1.00	3.00	0.410372	0.290819	0.246032	0.308506	0.049414	0.044210	0.042423	0.045254	0.215595	0.151516	0.226668	0.194908	0.230643	0.193853	0.213947	0.212279
-3.50	4.00	0.75	4.00	0.386554	0.302585	0.267574	0.315138	0.059007	0.050934	0.048924	0.052781	0.179038	0.126839	0.156614	0.152643	0.201559	0.147719	0.152312	0.165523
-3.25	5.00	0.75	5.00	0.395099	0.287421	0.260197	0.309155	0.069008	0.057758	0.055663	0.060538	0.151264	0.112386	0.130125	0.130298	0.178125	0.128482	0.127348	0.142841
-2.25	4.00	0.75	4.00	0.320982	0.334160	0.301247	0.318507	0.116078	0.086879	0.083224	0.094328	0.231993	0.187630	0.236860	0.217649	0.303325	0.230758	0.231980	0.253224
-1.50	3.00	0.25	3.00	0.341451	0.315514	0.295416	0.316904	0.151728	0.134132	0.128065	0.137618	0.684012	0.415638	0.609799	0.557599	0.596029	0.477140	0.538924	0.535156
-1.00	3.00	0.75	3.00	0.321849	0.316627	0.295502	0.311114	0.620582	0.264722	0.355963	0.388149	0.453681	0.519524	0.418905	0.462194	0.659275	0.817218	0.824976	0.763160
-1.00	5.00	1.00	5.00	0.337993	0.305206	0.281498	0.307368	0.274304	0.236388	0.318580	0.274384	1.830832	0.539836	0.467626	0.773161	0.540932	0.460569	0.375759	0.454063
-0.75	5.00	1.50	5.00	0.366834	0.305977	0.280014	0.315582	0.218277	0.226683	0.333492	0.254588	1.177752	0.687089	0.492005	0.735663	-0.710678	-2.052380	62.521241	4.501108
-0.50	5.00	-0.50	5.00	0.304864	0.301792	0.306583	0.304406	2.437838	1.017786	0.991987	1.350172	-1.464600	1.520221	1.596572	nan	0.670252	1.232503	1.177351	0.990781
-0.50	2.00	0.75	2.00	0.329473	0.312735	0.295099	0.312120	0.825648	0.481487	0.853260	0.697408	1.458251	1.788416	1.363619	1.526387	-1.690585	-0.971008	-1.292035	nan
-0.50	4.00	1.50	4.00	0.364134	0.307402	0.282490	0.316220	0.249001	0.265729	0.419439	0.302763	1.827827	1.440888	0.803880	1.284061	-0.331988	-0.427333	-0.536458	nan
-0.50	5.00	2.25	5.00	0.397406	0.291762	0.264212	0.312900	0.162431	0.197972	0.320949	0.217722	1.831894	1.279507	0.584913	1.110908	-0.211904	-0.286123	-0.349075	nan
-0.25	3.00	-0.50	3.00	0.300840	0.307698	0.317525	0.308612	15.777450	2.380748	4.546457	5.548060	-0.941537	-1.476788	-2.555379	nan	-4.641294	-2.119807	-1.887495	nan
-0.25	4.00	2.00	4.00	0.374964	0.292256	0.266887	0.308101	0.199188	0.240513	0.406307	0.269000	3.092505	7.124957	1.094934	2.889527	-0.170589	-0.198623	-0.223743	nan
-0.25	5.00	3.00	5.00	0.444957	0.281174	0.252108	0.315956	0.128957	0.175515	0.308013	0.191033	5.697094	11.891202	0.742286	3.691052	-0.126140	-0.154906	-0.175821	nan
0.00	5.00	-1.25	5.00	0.270061	0.319079	0.353210	0.312222	14.441772	4.867852	-3.080925	nan	-0.320340	-0.472909	-0.886717	nan	-1.537447	-0.816409	-0.725244	nan
0.00	4.00	2.50	4.00	0.392075	0.280338	0.254492	0.303558	0.165802	0.219366	0.392379	0.242561	13.042346	-2.402158	1.735056	nan	-0.115494	-0.129711	-0.141757	nan
0.25	2.00	1.25	2.00	0.347211	0.291355	0.268404	0.300563	0.345531	0.349548	0.516184	0.396521	2.089722	-2.631350	37.385186	nan	-0.118722	-0.120265	-0.125789	nan
0.25	4.00	3.00	4.00	0.414331	0.270132	0.243885	0.301094	0.141912	0.201602	0.378671	0.221271	-5.754593	-1.029025	4.220639	2.923746	-0.087451	-0.096381	-0.103842	nan
0.50	4.00	-1.75	4.00	0.256946	0.320939	0.388439	0.317587	-1.780462	-1.530158	-0.767342	nan	-0.216547	-0.237118	-0.379283	nan	-0.332280	-0.276608	-0.253895	nan
0.50	4.00	3.50	4.00	0.441764	0.261039	0.234482	0.300148	0.123998	0.186521	0.365515	0.203712	-2.359888	-0.655545	-9.641735	nan	-0.070414	-0.076705	-0.081961	nan
0.75	5.00	-2.50	5.00	0.224243	0.329437	0.434938	0.317912	-1.173463	-0.762488	-0.429793	nan	-0.141667	-0.163998	-0.257141	nan	-0.303233	-0.233963	-0.212681	nan
0.75	2.00	-1.50	2.00	0.319695	0.289193	0.347469	0.317892	-0.822132	-1.595408	-1.068491	nan	-0.363507	-0.252513	-0.441239	nan	-0.176320	-0.164566	-0.154900	nan
0.75	3.00	2.50	3.00	0.410435	0.279338	0.252868	0.307201	0.179368	0.245281	0.424328	0.265279	-14.335117	-0.685960	-2.059893	nan	-0.070070	-0.072662	-0.075928	nan
1.00	5.00	-3.00	5.00	0.202370	0.312159	0.434642	0.301683	-0.873681	-0.555519	-0.332320	nan	-0.116493	-0.132150	-0.204618	nan	-0.237431	-0.186335	-0.169620	nan
1.00	4.00	-2.50	4.00	0.235321	0.320091	0.434203	0.319798	-0.947450	-0.681635	-0.422342	nan	-0.146440	-0.151049	-0.234432	nan	-0.201622	-0.173097	-0.159295	nan
1.25	3.00	-2.50	3.00	0.250823	0.283660	0.380301	0.300214	-0.749265	-0.701645	-0.462551	nan	-0.162444	-0.143584	-0.228031	nan	-0.141933	-0.129182	-0.120148	nan
1.50	2.00	2.25	2.00	0.320182	0.301882	0.299560	0.307071	0.260550	0.207230	0.235127	0.233282	0.711856	-0.817603	-3.848254	1.308377	-0.046756	-0.046890	-0.047866	nan
1.75	2.00	2.25	2.00	0.277398	0.320364	0.339500	0.311312	-6.050824	5.127220	0.863891	nan	0.238632	0.373084	0.399103	0.328756	-0.043817	-0.043840	-0.044586	nan
1.75	3.00	3.75	3.00	0.510569	0.259725	0.231864	0.313281	0.124109	0.190244	0.330337	0.198316	-2.290184	-0.333503	-0.667488	nan	-0.041070	-0.042095	-0.043518	nan
2.00	3.00	-3.50	3.00	0.244447	0.274509	0.420182	0.304364	-0.511617	-0.419836	-0.293017	nan	-0.115435	-0.098469	-0.155271	nan	-0.096597	-0.088698	-0.082561	nan
2.00	2.00	2.25	2.00	0.257698	0.337485	0.358972	0.314878	-0.934397	-0.626883	-1.495257	nan	0.245727	0.270271	0.266090	0.260471	-0.041251	-0.041181	-0.041745	nan
2.50	2.00	2.50	2.00	0.236590	0.339391	0.345640	0.302766	-1.838921	-0.611902	-1.694046	nan	0.321229	0.305321	0.294262	0.306739	-0.035089	-0.034957	-0.035334	nan
3.00	2.00	2.75	2.00	0.234614	0.364757	0.345590	0.309247	184.954605	-0.654664	-2.360180	6.586827	0.410938	0.346727	0.328041	0.360217	-0.030539	-0.030376	-0.030639	nan
