0.40	1.00	0.273567	0.280153	0.285088	0.279563	0.862899	0.476708	0.600094	0.627303	-5.882575	1.116141	0.764296	nan	1.137151	1.391416	1.180050	1.231379
0.40	1.25	0.272257	0.278014	0.283020	0.277729	0.844535	0.469582	0.587836	0.615453	-9.387590	1.054167	0.734998	nan	1.130354	1.326668	1.132616	1.193127
0.40	1.50	0.270903	0.275838	0.280911	0.275854	0.826137	0.462528	0.575689	0.603660	-22.478736	0.998298	0.707975	nan	1.121450	1.266081	1.087484	1.155814
0.40	1.75	0.269505	0.273627	0.278760	0.273938	0.807757	0.455534	0.563669	0.591937	61.750625	0.947705	0.682964	3.419039	1.110594	1.209310	1.044529	1.119450
0.40	2.00	0.268063	0.271382	0.276570	0.271983	0.789446	0.448594	0.551787	0.580295	13.227835	0.901696	0.659737	1.989024	1.097952	1.156043	1.003633	1.084037
0.40	2.25	0.266580	0.269106	0.274343	0.269990	0.771253	0.441701	0.540059	0.568751	7.473397	0.859693	0.638103	1.600482	1.083698	1.105996	0.964679	1.049579
0.40	2.50	0.265056	0.266799	0.272080	0.267962	0.753225	0.434852	0.528494	0.557317	5.238127	0.821207	0.617895	1.385206	1.068006	1.058913	0.927558	1.016073
0.40	2.75	0.263491	0.264464	0.269783	0.265898	0.735405	0.428045	0.517105	0.546007	4.048853	0.785823	0.598969	1.239806	1.051052	1.014560	0.892161	0.983517
0.40	3.00	0.261887	0.262101	0.267454	0.263801	0.717830	0.421279	0.505900	0.534834	3.309934	0.753189	0.581202	1.131575	1.033007	0.972725	0.858389	0.951903
0.40	3.25	0.260244	0.259713	0.265094	0.261673	0.700535	0.414554	0.494888	0.523809	2.805791	0.723001	0.564486	1.046203	1.014039	0.933216	0.826144	0.921222
0.40	3.50	0.258564	0.257301	0.262706	0.259514	0.683546	0.407871	0.484075	0.512942	2.439478	0.694999	0.548728	0.976216	0.994306	0.895855	0.795334	0.891461
0.40	3.75	0.256848	0.254867	0.260291	0.257326	0.666889	0.401233	0.473467	0.502242	2.160950	0.668956	0.533847	0.917247	0.973959	0.860482	0.765874	0.862608
0.40	4.00	0.255097	0.252413	0.257850	0.255110	0.650582	0.394640	0.463068	0.491718	1.941762	0.644678	0.519771	0.866530	0.953140	0.826949	0.737681	0.834644
0.40	4.25	0.253312	0.249939	0.255386	0.252869	0.634640	0.388097	0.452881	0.481375	1.764551	0.621995	0.506441	0.822211	0.931978	0.795121	0.710677	0.807552
0.40	4.50	0.251494	0.247447	0.252900	0.250603	0.619074	0.381605	0.442908	0.471220	1.618118	0.600759	0.493802	0.782987	0.910593	0.764874	0.684790	0.781311
0.40	4.75	0.249643	0.244939	0.250393	0.248314	0.603890	0.375168	0.433149	0.461254	1.494920	0.580840	0.481809	0.747911	0.889095	0.736094	0.659950	0.755900
0.41	1.00	0.280406	0.287157	0.292215	0.286552	0.884471	0.488626	0.615097	0.642985	-6.029640	1.144045	0.783404	nan	1.165579	1.426201	1.209551	1.262163
0.41	1.25	0.279064	0.284964	0.290096	0.284672	0.865649	0.481322	0.602532	0.630840	-9.622280	1.080521	0.753373	nan	1.158613	1.359835	1.160932	1.222955
0.41	1.50	0.277675	0.282734	0.287933	0.282750	0.846791	0.474091	0.590082	0.618752	-23.040705	1.023256	0.725675	nan	1.149486	1.297733	1.114671	1.184710
0.41	1.75	0.276242	0.280467	0.285729	0.280786	0.827951	0.466922	0.577760	0.606735	63.294390	0.971398	0.700038	3.504515	1.138358	1.239543	1.070642	1.147436
0.41	2.00	0.274765	0.278167	0.283484	0.278782	0.809182	0.459808	0.565582	0.594803	13.558531	0.924239	0.676231	2.038750	1.125401	1.184944	1.028724	1.111138
0.41	2.25	0.273245	0.275833	0.281201	0.276740	0.790535	0.452743	0.553560	0.582970	7.660232	0.881185	0.654056	1.640494	1.110790	1.133646	0.988796	1.075818
0.41	2.50	0.271682	0.273469	0.278882	0.274661	0.772056	0.445723	0.541707	0.571250	5.369080	0.841737	0.633342	1.419836	1.094706	1.085386	0.950747	1.041475
0.41	2.75	0.270078	0.271075	0.276527	0.272546	0.753790	0.438746	0.530033	0.559657	4.150074	0.805469	0.613944	1.270801	1.077328	1.039924	0.914465	1.008105
0.41	3.00	0.268434	0.268654	0.274140	0.270396	0.735776	0.431811	0.518548	0.548205	3.392682	0.772019	0.595732	1.159865	1.058832	0.997044	0.879848	0.975700
0.41	3.25	0.266750	0.266206	0.271721	0.268214	0.718048	0.424918	0.507260	0.536904	2.875936	0.741076	0.578598	1.072358	1.039390	0.956546	0.846797	0.944252
0.41	3.50	0.265029	0.263734	0.269273	0.266001	0.700635	0.418068	0.496177	0.525765	2.500465	0.712373	0.562446	1.000622	1.019164	0.918251	0.815218	0.913748
0.41	3.75	0.263270	0.261239	0.266798	0.263759	0.683562	0.411263	0.485304	0.514798	2.214974	0.685680	0.547193	0.940178	0.998308	0.881994	0.785021	0.884173
0.41	4.00	0.261475	0.258723	0.264296	0.261488	0.666847	0.404506	0.474645	0.504011	1.990306	0.660795	0.532766	0.888194	0.976968	0.847623	0.756123	0.855510
0.41	4.25	0.259645	0.256187	0.261770	0.259191	0.650506	0.397799	0.464203	0.493410	1.808664	0.637545	0.519102	0.842766	0.955277	0.814999	0.728444	0.827741
0.41	4.50	0.257781	0.253633	0.259222	0.256868	0.634551	0.391145	0.453981	0.483000	1.658571	0.615778	0.506147	0.802562	0.933358	0.783996	0.701910	0.800844
0.41	4.75	0.255884	0.251063	0.256653	0.254521	0.618988	0.384547	0.443978	0.472786	1.532293	0.595361	0.493854	0.766609	0.911323	0.754496	0.676449	0.774797
0.42	1.00	0.287245	0.294160	0.299342	0.293541	0.906044	0.500543	0.630099	0.658668	-6.176704	1.171948	0.802511	nan	1.194008	1.460986	1.239052	1.292948
0.42	1.25	0.285870	0.291914	0.297172	0.291615	0.886762	0.493061	0.617228	0.646226	-9.856969	1.106875	0.771748	nan	1.186871	1.393001	1.189247	1.252783
