0.044985	0.045255	0.045300	0.045180	-17.638421	0.157762	0.256800	nan	inf	inf	inf	inf	inf	inf	inf	inf
0.044985	0.045255	0.045300	0.045180	-0.710926	23.980745	-2.657223	3.564826	0.717806	0.595665	0.219529	0.454465	1.153669	0.160593	0.804325	0.530168
0.044985	0.045255	0.045300	0.045180	9.366933	1.062331	1.677368	2.555614	0.537437	0.411180	0.381551	0.438501	-0.085268	-0.097486	-0.099066	nan
0.044985	0.045255	0.045300	0.045180	6.003286	0.702281	1.108316	1.671814	0.353275	0.271499	0.251742	0.289032	-0.056005	-0.063941	-0.064978	nan
0.044985	0.045255	0.045300	0.045180	-0.796497	-3.826091	-2.539293	nan	0.482586	0.934787	1.461015	0.870257	0.854594	2.034391	1.167295	1.266072
0.044985	0.045255	0.045300	0.045180	-2.018597	1.579370	2.018419	nan	0.448141	0.647429	0.769099	0.606545	0.752327	1.011176	0.820526	0.854624
0.044985	0.045255	0.045300	0.045180	1.009341	0.520242	0.532481	0.653907	0.589929	0.510546	0.576428	0.557862	0.666467	0.472374	0.478965	0.532259
0.044985	0.045255	0.045300	0.045180	-2.149127	0.412541	0.496490	nan	0.221953	0.340851	0.339843	0.295145	1.174336	0.322159	0.292647	0.480178
0.044985	0.045255	0.045300	0.045180	-0.398248	-1.913046	-1.269647	nan	0.241293	0.467394	0.730507	0.435128	0.427297	1.017195	0.583647	0.633036
0.044985	0.045255	0.045300	0.045180	-0.653252	-12.154958	-2.413889	nan	0.272077	0.380143	0.527149	0.379190	0.361208	0.812896	0.462227	0.513905
0.044985	0.045255	0.045300	0.045180	-1.851345	0.546858	0.651180	nan	0.241883	0.351277	0.386934	0.320354	0.406225	0.458284	0.435900	0.432942
0.044985	0.045255	0.045300	0.045180	0.438663	0.304517	0.309770	0.345881	0.506154	0.325168	0.353749	0.387581	0.344430	0.297026	0.329709	0.323104
0.044985	0.045255	0.045300	0.045180	-0.265499	-1.275364	-0.846431	nan	0.160862	0.311596	0.487005	0.290086	0.284865	0.678130	0.389098	0.422024
