0.52	3.50	0.78	4.50	0.312141	0.307149	0.299625	0.306262	3.408180	0.707149	0.784865	1.236734	9.150982	2.068717	1.720273	3.193415	0.632406	0.592498	0.590568	0.604854
0.52	4.00	0.76	4.50	0.312999	0.305526	0.300171	0.306187	-8.577184	0.730366	0.879363	nan	3.279357	1.455221	1.203471	1.790816	0.496029	0.558436	0.535457	0.529341
0.52	4.00	0.78	4.00	0.313911	0.305489	0.300987	0.306749	26.786335	0.704169	0.813889	2.485336	3.587339	1.638046	1.344382	1.991622	0.526995	0.550638	0.534127	0.537163
0.52	4.00	0.78	4.50	0.315951	0.307771	0.302120	0.308562	-220.797085	0.710942	0.826285	nan	3.288798	1.466423	1.231401	1.810918	0.516883	0.561033	0.545001	0.540662
0.52	4.50	0.76	4.00	0.313107	0.302423	0.299820	0.305063	-2.547868	0.959031	1.215880	nan	1.773926	0.819878	0.753452	1.030972	0.443561	0.543026	0.506459	0.495952
0.52	4.50	0.76	4.50	0.315173	0.304690	0.300943	0.306877	-2.439759	1.012293	1.259909	nan	1.770912	0.751364	0.713230	0.982710	0.436328	0.552554	0.515245	0.498962
0.52	4.50	0.78	3.50	0.313717	0.302110	0.300527	0.305395	-4.205104	0.752210	0.917513	nan	1.879189	1.127695	0.946829	1.261279	0.467816	0.530690	0.503538	0.500015
0.52	4.50	0.78	4.00	0.316117	0.304687	0.301802	0.307474	-3.504194	0.781835	0.994842	nan	1.789715	0.994317	0.838973	1.142928	0.458137	0.542373	0.513096	0.503304
0.52	4.50	0.78	4.50	0.318171	0.306924	0.302907	0.309267	-3.190131	0.828274	1.054811	nan	1.747398	0.882163	0.771889	1.059657	0.450911	0.552021	0.522305	0.506590
0.54	3.00	0.74	4.50	0.308324	0.308546	0.299825	0.305538	3.713731	0.773159	0.879007	1.361519	-21.622860	3.620808	2.887948	nan	0.750000	0.658382	0.644307	0.682670
0.54	3.00	0.76	4.00	0.309256	0.308471	0.300602	0.306085	2.513965	0.755062	0.843407	1.169840	79.038620	3.323049	2.656588	8.869520	0.865275	0.683835	0.674536	0.736270
