0.520	3.500	0.780	4.500	10.081918	0.306262
0.520	4.000	0.760	4.500	10.222141	0.306187
0.520	4.000	0.780	4.000	9.977730	0.306749
0.520	4.000	0.780	4.500	9.698520	0.308562
0.520	4.500	0.760	4.000	10.305131	0.305063
0.520	4.500	0.760	4.500	10.015759	0.306877
0.520	4.500	0.780	3.500	10.090473	0.305395
0.520	4.500	0.780	4.000	9.774707	0.307474
0.520	4.500	0.780	4.500	9.500962	0.309267
0.540	3.000	0.740	4.500	10.781872	0.305538
0.540	3.000	0.760	4.000	10.509832	0.306085
0.540	3.000	0.760	4.500	10.209268	0.308002
0.540	3.000	0.780	3.500	10.293766	0.306299
0.540	3.000	0.780	4.000	9.965988	0.308486
0.540	3.000	0.780	4.500	9.681196	0.310384
0.540	3.500	0.720	4.500	10.787529	0.306897
0.540	3.500	0.740	3.500	10.843039	0.305310
0.540	3.500	0.740	4.000	10.490620	0.307567
0.540	3.500	0.740	4.500	10.184651	0.309524
0.540	3.500	0.760	3.000	10.638046	0.305320
0.540	3.500	0.760	3.500	10.252578	0.307891
0.540	3.500	0.760	4.000	9.919468	0.310125
0.540	3.500	0.760	4.500	9.630291	0.312061
0.540	3.500	0.780	3.000	10.073387	0.307841
0.540	3.500	0.780	3.500	9.708492	0.310386
0.540	3.500	0.780	4.000	9.393173	0.312597
0.540	3.500	0.780	4.500	9.119468	0.314513
0.540	4.000	0.700	4.500	11.038050	0.306330
0.540	4.000	0.720	4.000	10.712049	0.307120
0.540	4.000	0.720	4.500	10.396262	0.309097
0.540	4.000	0.740	3.500	10.448414	0.307552
0.540	4.000	0.740	4.000	10.105218	0.309812
0.540	4.000	0.740	4.500	9.807547	0.311767
0.540	4.000	0.760	3.000	10.246847	0.307601
0.540	4.000	0.760	3.500	9.871523	0.310177
0.540	4.000	0.760	4.000	9.547470	0.312413
0.540	4.000	0.760	4.500	9.266429	0.314346
0.540	4.000	0.780	2.500	10.108431	0.307239
0.540	4.000	0.780	3.000	9.695181	0.310165
0.540	4.000	0.780	3.500	9.340237	0.312715
0.540	4.000	0.780	4.000	9.033807	0.314927
0.540	4.500	0.700	4.500	10.813954	0.306977
0.540	4.500	0.720	3.500	10.852506	0.305535
0.540	4.500	0.720	4.000	10.493976	0.307801
0.540	4.500	0.720	4.500	10.183408	0.309759
0.540	4.500	0.740	3.000	10.627677	0.305684
0.540	4.500	0.740	3.500	10.236088	0.308268
0.540	4.500	0.740	4.000	9.898162	0.310509
0.540	4.500	0.740	4.500	9.605452	0.312445
0.540	4.500	0.760	2.500	10.468232	0.305414
0.540	4.500	0.760	3.000	10.038440	0.308351
0.540	4.500	0.760	3.500	9.669369	0.310909
0.540	4.500	0.760	4.000	9.350668	0.313126
0.540	4.500	0.780	2.500	9.901808	0.308024
0.540	4.500	0.780	3.000	9.495641	0.310932
0.540	4.500	0.780	3.500	9.146984	0.313463
0.560	2.500	0.740	4.000	10.961643	0.305387
0.560	2.500	0.740	4.500	10.643148	0.307383
0.560	2.500	0.760	3.500	10.720639	0.305614
0.560	2.500	0.760	4.000	10.374053	0.307885
0.560	2.500	0.760	4.500	10.072703	0.309860
0.560	2.500	0.780	3.000	10.540013	0.305471
0.560	2.500	0.780	3.500	10.160623	0.308049
0.560	2.500	0.780	4.000	9.832233	0.310298
0.560	2.500	0.780	4.500	9.546717	0.312253
0.560	3.000	0.680	4.500	11.790365	0.305011
0.560	3.000	0.700	4.000	11.422917	0.305806
0.560	3.000	0.700	4.500	11.081156	0.307887
0.560	3.000	0.720	3.500	11.124676	0.306229
0.560	3.000	0.720	4.000	10.754204	0.308600
0.560	3.000	0.720	4.500	10.432280	0.310660
0.560	3.000	0.740	3.000	10.894656	0.306255
0.560	3.000	0.740	3.500	10.490481	0.308950
0.560	3.000	0.740	4.000	10.140933	0.311297
0.560	3.000	0.740	4.500	9.837219	0.313335
0.560	3.000	0.760	2.500	10.733592	0.305857
0.560	3.000	0.760	3.000	10.289551	0.308910
0.560	3.000	0.760	3.500	9.907571	0.311578
0.560	3.000	0.760	4.000	9.577264	0.313902
0.560	3.000	0.780	2.000	10.643861	0.305003
0.560	3.000	0.780	2.500	10.152466	0.308451
0.560	3.000	0.780	3.000	9.732193	0.311476
0.560	3.000	0.780	3.500	9.370666	0.314119
0.560	3.500	0.660	4.500	11.933704	0.305745
0.560	3.500	0.680	4.000	11.531326	0.306686
0.560	3.500	0.680	4.500	11.179864	0.308810
0.560	3.500	0.700	3.500	11.202452	0.307241
0.560	3.500	0.700	4.000	10.822249	0.309663
0.560	3.500	0.700	4.500	10.492200	0.311766
