0.44	0.84	0.301914	0.309651	0.315025	0.308816	0.962630	0.529440	0.668787	0.698534	-5.241366	1.275388	0.862810	nan	1.256471	1.578709	1.332821	1.382745
0.44	0.99	0.302472	0.309709	0.315157	0.309069	0.955274	0.527237	0.663920	0.694091	-6.409674	1.237681	0.846576	nan	1.258973	1.541960	1.307182	1.363982
0.44	1.13	0.303011	0.309751	0.315271	0.309304	0.947868	0.525059	0.659077	0.689653	-8.179646	1.202551	0.831272	nan	1.260638	1.506828	1.282392	1.345524
0.45	1.27	0.303533	0.309777	0.315366	0.309521	0.940423	0.522901	0.654261	0.685222	-11.176214	1.169758	0.816823	nan	1.261502	1.473218	1.258419	1.327374
0.45	1.41	0.304038	0.309788	0.315445	0.309722	0.932951	0.520763	0.649476	0.680802	-17.348313	1.139086	0.803161	nan	1.261605	1.441045	1.235232	1.309533
0.45	1.55	0.304526	0.309785	0.315507	0.309907	0.925465	0.518643	0.644724	0.676395	-37.423864	1.110347	0.790226	nan	1.260985	1.410228	1.212803	1.292002
0.45	1.69	0.304998	0.309767	0.315553	0.310076	0.917975	0.516538	0.640008	0.672006	301.013660	1.083375	0.777964	6.330551	1.259681	1.380690	1.191102	1.274780
0.45	1.83	0.305453	0.309737	0.315584	0.310230	0.910494	0.514447	0.635333	0.667636	30.751458	1.058019	0.766326	2.921399	1.257734	1.352362	1.170101	1.257868
0.46	1.97	0.305893	0.309693	0.315600	0.310370	0.903031	0.512370	0.630700	0.663289	16.420268	1.034147	0.755266	2.340745	1.255184	1.325178	1.149772	1.241265
0.46	2.11	0.306318	0.309638	0.315603	0.310496	0.895596	0.510306	0.626112	0.658969	11.299810	1.011640	0.744745	2.041902	1.252070	1.299077	1.130091	1.224970
0.46	2.24	0.306728	0.309571	0.315591	0.310608	0.888201	0.508254	0.621572	0.654678	8.670154	0.990390	0.734725	1.847790	1.248431	1.274001	1.111030	1.208983
0.46	2.37	0.307124	0.309493	0.315567	0.310708	0.880852	0.506214	0.617082	0.650419	7.069534	0.970302	0.725175	1.707052	1.244307	1.249896	1.092567	1.193300
0.46	2.51	0.307505	0.309404	0.315531	0.310795	0.873560	0.504185	0.612645	0.646195	5.992838	0.951288	0.716063	1.598203	1.239733	1.226713	1.074677	1.177922
0.47	2.64	0.307873	0.309306	0.315483	0.310870	0.866331	0.502169	0.608261	0.642009	5.219047	0.933270	0.707361	1.510358	1.234747	1.204405	1.057338	1.162844
0.47	2.77	0.308228	0.309198	0.315424	0.310934	0.859172	0.500164	0.603933	0.637862	4.636126	0.916176	0.699046	1.437297	1.229384	1.182926	1.040528	1.148065
0.47	2.90	0.308571	0.309081	0.315355	0.310987	0.852090	0.498171	0.599662	0.633758	4.181221	0.899942	0.691092	1.375153	1.223678	1.162237	1.024227	1.133581
0.47	3.03	0.308901	0.308955	0.315276	0.311030	0.845090	0.496190	0.595450	0.629698	3.816345	0.884509	0.683480	1.321372	1.217662	1.142297	1.008415	1.119391
0.47	3.16	0.309219	0.308822	0.315187	0.311063	0.838178	0.494223	0.591298	0.625684	3.517183	0.869823	0.676190	1.274182	1.211366	1.123070	0.993073	1.105489
0.48	3.28	0.309526	0.308682	0.315089	0.311086	0.831359	0.492268	0.587207	0.621718	3.267452	0.855835	0.669203	1.232308	1.204821	1.104523	0.978182	1.091874
0.48	3.41	0.309821	0.308535	0.314983	0.311101	0.824636	0.490327	0.583177	0.617802	3.055838	0.842501	0.662505	1.194804	1.198056	1.086623	0.963724	1.078540
0.48	3.53	0.310107	0.308381	0.314869	0.311107	0.818012	0.488400	0.579210	0.613937	2.874233	0.829780	0.656079	1.160950	1.191096	1.069339	0.949684	1.065485
0.48	3.66	0.310381	0.308221	0.314748	0.311105	0.811491	0.486488	0.575306	0.610124	2.716676	0.817633	0.649911	1.130187	1.183968	1.052643	0.936045	1.052703
0.48	3.78	0.310647	0.308056	0.314621	0.311096	0.805075	0.484591	0.571466	0.606365	2.578687	0.806027	0.643990	1.102070	1.176695	1.036507	0.922792	1.040192
0.49	3.90	0.310902	0.307886	0.314486	0.311080	0.798767	0.482709	0.567690	0.602660	2.456832	0.794929	0.638303	1.076243	1.169301	1.020907	0.909910	1.027946
0.49	4.02	0.311149	0.307712	0.314347	0.311057	0.792568	0.480845	0.563978	0.599011	2.348438	0.784311	0.632839	1.052414	1.161806	1.005818	0.897385	1.015962
0.49	4.14	0.311387	0.307534	0.314202	0.311029	0.786479	0.478997	0.560330	0.595417	2.251390	0.774146	0.627588	1.030345	1.154230	0.991218	0.885204	1.004234
0.49	4.26	0.311617	0.307351	0.314052	0.310994	0.780502	0.477167	0.556747	0.591880	2.163995	0.764408	0.622540	1.009833	1.146593	0.977085	0.873354	0.992759
0.49	4.37	0.311839	0.307166	0.313897	0.310955	0.774636	0.475355	0.553228	0.588401	2.084880	0.755074	0.617688	0.990710	1.138911	0.963399	0.861822	0.981532
0.50	4.49	0.312054	0.306978	0.313739	0.310910	0.768883	0.473562	0.549773	0.584979	2.012921	0.746124	0.613023	0.972833	1.131201	0.950141	0.850598	0.970549
0.50	4.60	0.312262	0.306788	0.313578	0.310862	0.763243	0.471788	0.546382	0.581615	1.947190	0.737538	0.608538	0.956078	1.123477	0.937292	0.839669	0.959804
0.50	4.72	0.312463	0.306595	0.313413	0.310809	0.757716	0.470034	0.543056	0.578309	1.886911	0.729296	0.604225	0.940340	1.115754	0.924836	0.829025	0.949293
0.50	4.83	0.312658	0.306402	0.313246	0.310753	0.752301	0.468301	0.539792	0.575062	1.831433	0.721384	0.600078	0.925526	1.108044	0.912756	0.818657	0.939012
0.50	4.94	0.312847	0.306207	0.313077	0.310694	0.746998	0.466588	0.536592	0.571872	1.780205	0.713784	0.596092	0.911556	1.100360	0.901037	0.808553	0.928956
0.51	5.05	0.313031	0.306011	0.312906	0.310632	0.741806	0.464897	0.533454	0.568741	1.732757	0.706482	0.592260	0.898360	1.092712	0.889664	0.798706	0.919122
0.51	5.16	0.313210	0.305815	0.312734	0.310568	0.736725	0.463228	0.530379	0.565669	1.688687	0.699464	0.588577	0.885875	1.085111	0.878623	0.789106	0.909503
0.51	5.27	0.313383	0.305619	0.312561	0.310501	0.731754	0.461580	0.527366	0.562654	1.647646	0.692718	0.585038	0.874047	1.077566	0.867902	0.779746	0.900097
0.51	5.37	0.313553	0.305423	0.312387	0.310434	0.726892	0.459956	0.524414	0.559698	1.609334	0.686231	0.581639	0.862826	1.070085	0.857487	0.770616	0.890898
0.51	5.48	0.313719	0.305228	0.312214	0.310365	0.722138	0.458355	0.521523	0.556799	1.573488	0.679993	0.578375	0.852169	1.062676	0.847368	0.761710	0.881903
