-1.000	0.000	2.000	0.000	1.000	0.179942	0.181022	0.181198	0.180720	0.460797	0.508089	0.505101	0.490843	0.906466	0.667213	0.623994	0.722657	-70.553685	0.631047	1.027200	nan
-1.000	0.000	2.000	0.000	1.500	0.179942	0.181022	0.181198	0.180720	0.566103	0.504378	0.488178	0.518494	2.250612	0.714938	0.704438	1.042647	-16.275056	1.146233	1.036617	nan
-1.000	0.000	2.000	0.000	2.000	0.179942	0.181022	0.181198	0.180720	0.777268	0.485335	0.478069	0.564982	-1.489177	0.903815	0.896788	nan	1.013083	1.408796	0.652733	0.976659
-1.000	0.000	2.000	0.000	2.500	0.179942	0.181022	0.181198	0.180720	1.406844	0.456715	0.477765	0.674583	-0.440299	2.073461	1.870598	nan	1.093391	0.973508	0.396097	0.749846
-1.000	0.000	2.000	0.000	3.000	0.179942	0.181022	0.181198	0.180720	48.626392	0.425383	0.487955	2.161113	-0.241044	-1.294461	-2.759740	nan	0.557331	0.431399	0.253989	0.393794
-1.000	0.000	2.000	0.500	1.000	0.179942	0.181022	0.181198	0.180720	0.853769	1.335496	1.492429	1.193875	1.770887	3.788811	2.474247	2.551011	-70.553685	0.631047	1.027200	nan
-1.000	0.000	2.000	0.500	1.500	0.179942	0.181022	0.181198	0.180720	1.288973	1.294225	1.220897	1.267586	-11.942908	5.519005	4.685271	nan	-70.553685	0.631047	1.027200	nan
-1.000	0.000	2.000	0.500	2.000	0.179942	0.181022	0.181198	0.180720	2.972369	1.114130	1.056501	1.518108	-0.724743	-3.532022	-3.623586	nan	-70.553685	0.631047	1.027200	nan
-1.000	0.000	2.000	0.500	2.500	0.179942	0.181022	0.181198	0.180720	-4.523579	0.918008	0.986607	nan	-0.395041	-0.916681	-1.182202	nan	-17.980983	0.962810	0.509178	nan
-1.000	0.000	2.000	0.500	3.000	0.179942	0.181022	0.181198	0.180720	-1.068069	0.763120	0.989074	nan	0.834590	2.802849	0.977585	1.317475	-0.216236	-2.664673	1.489962	0.950421
-1.000	0.000	2.000	1.000	1.000	0.179942	0.181022	0.181198	0.180720	-42.542655	-2.042511	-1.459565	nan	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan
-1.000	0.000	2.000	1.000	1.500	0.179942	0.181022	0.181198	0.180720	-3.915116	-2.426801	-2.477420	nan	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan
-1.000	0.000	2.000	1.000	2.000	0.179942	0.181022	0.181198	0.180720	-1.940852	-5.363034	-7.841987	nan	-70.553685	0.631047	1.027200	nan	-0.617487	-0.842888	-1.461623	nan
-1.000	0.000	2.000	1.000	2.500	0.179942	0.181022	0.181198	0.180720	-0.976586	9.610283	27.669591	nan	56.864903	-4.265547	4.377057	nan	-70.553685	0.631047	1.027200	nan
-1.000	0.000	2.000	1.000	3.000	0.179942	0.181022	0.181198	0.180720	-0.553452	2.535312	14.967388	nan	0.581198	1.862136	0.834987	0.966804	-70.553685	0.631047	1.027200	nan
-1.000	0.000	2.000	1.500	1.000	0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan	-0.283784	-2.664144	-0.270357	nan
-1.000	0.000	2.000	1.500	1.500	0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-0.604126	-0.634428	-0.590539	nan	-2.609933	1.217368	0.812988	nan
-1.000	0.000	2.000	1.500	2.000	0.179942	0.181022	0.181198	0.180720	-0.947989	-0.914879	-0.951840	nan	-70.553685	0.631047	1.027200	nan	-0.690134	-0.930548	-1.116751	nan
-1.000	0.000	2.000	1.500	2.500	0.179942	0.181022	0.181198	0.180720	-0.636776	-1.504701	-1.312001	nan	7.942038	-3.167436	-40.905721	10.095812	-70.553685	0.631047	1.027200	nan
-1.000	0.000	2.000	1.500	3.000	0.179942	0.181022	0.181198	0.180720	-0.395237	-2.700265	-1.235360	nan	0.486107	1.913857	0.891933	0.939704	-70.553685	0.631047	1.027200	nan
