-1.000	0.000	4.000	0.000	3.000	0.311754	0.253768	0.245711	0.268880	0.179942	0.181022	0.181198	0.180720	5.718091	0.380593	0.378453	0.937363	0.398565	0.641069	0.391217	0.464096
-1.000	0.500	4.000	0.000	2.500	0.278646	0.257498	0.249888	0.261732	0.187588	0.186931	0.187015	0.187178	0.951002	0.352201	0.347616	0.488304	0.344606	0.576824	0.422525	0.437931
-1.000	0.500	4.000	0.000	3.000	0.321525	0.254716	0.247061	0.272495	0.187771	0.187257	0.187390	0.187473	45.237554	0.383948	0.384399	1.883005	0.410463	0.654247	0.382345	0.468264
-1.000	1.000	4.000	0.000	2.500	0.307335	0.262671	0.255188	0.274133	0.213437	0.205982	0.205842	0.208390	1.716980	0.359847	0.363633	0.607923	0.368232	0.610836	0.398143	0.447399
-1.000	1.000	4.000	0.000	3.000	0.353790	0.257328	0.251206	0.283849	0.215488	0.208504	0.208495	0.210803	-2.226720	0.396506	0.405025	nan	0.450459	0.691235	0.353906	0.479428
-1.000	1.500	2.000	0.000	1.000	0.327527	0.286135	0.284945	0.298900	-4.535521	0.463831	0.554665	nan	-0.254160	0.669770	2.987223	nan	0.346224	1.714855	0.263405	0.538769
-1.000	1.500	2.000	0.000	1.500	0.330669	0.288820	0.287595	0.301717	-2.638318	0.460071	0.569243	nan	-0.273081	0.695050	1.961638	nan	0.473628	2.777889	0.282154	0.718697
-1.000	1.500	2.000	0.000	2.000	0.335327	0.292781	0.291504	0.305881	-1.582406	0.452533	0.590503	nan	5.354660	0.752836	1.229887	1.705163	-0.412653	11.219987	0.316626	nan
-1.000	1.500	2.000	0.000	2.500	0.341807	0.298258	0.296908	0.311648	-1.000343	0.440204	0.619555	nan	0.317408	0.818217	0.807120	0.594029	-0.161205	-3.955536	0.371917	0.618980
-1.000	1.500	2.000	0.000	3.000	0.350593	0.305614	0.304164	0.319420	-0.669261	0.423246	0.658444	nan	0.261830	0.817533	0.558240	0.492548	-0.129351	-1.429714	0.455800	0.438462
-1.000	1.500	2.000	0.500	1.000	0.294587	0.264964	0.264088	0.274189	-0.652096	0.810296	1.447795	nan	0.335208	0.551459	0.477467	0.445236	-0.830351	-1.380724	4.193893	1.687830
-1.000	1.500	2.000	0.500	1.500	0.296509	0.266703	0.265807	0.275980	-0.599606	0.821339	1.615109	nan	0.322253	0.603916	0.489982	0.456862	-0.525066	-1.084971	6.339725	1.534266
