0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan	0.353191	0.383425	0.346550	0.360705
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan	0.353191	0.383425	0.346550	0.360705
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan	-0.256975	0.383425	3.328538	nan
0.179942	0.181022	0.181198	0.180720	7.079169	0.726899	1.149454	1.808489	0.374018	0.282344	0.262594	0.302681	-70.553685	0.631047	1.027200	nan
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan	0.353191	0.383425	0.346550	0.360705
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan	0.353191	0.383425	0.346550	0.360705
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	0.752416	0.521748	0.530315	0.592676	-2.609933	1.217368	0.812988	nan
0.179942	0.181022	0.181198	0.180720	5.630802	0.405705	0.451498	1.010366	0.279987	0.360234	0.383368	0.338153	-70.553685	0.631047	1.027200	nan
0.179942	0.181022	0.181198	0.180720	-0.398248	-1.913046	-1.269647	nan	0.241293	0.467394	0.730507	0.435128	-70.553685	0.631047	1.027200	nan
0.179942	0.181022	0.181198	0.180720	-0.519795	-4.250366	-1.847680	nan	0.253341	0.392186	0.560969	0.381984	-70.553685	0.631047	1.027200	nan
0.179942	0.181022	0.181198	0.180720	-0.929732	0.957512	1.303584	nan	0.224932	0.317477	0.386288	0.302151	0.363526	0.529331	0.403858	0.426741
0.179942	0.181022	0.181198	0.180720	0.543762	0.310009	0.326663	0.380447	0.416649	0.345240	0.352811	0.370235	0.351367	0.330489	0.385376	0.355032
0.179942	0.181022	0.181198	0.180720	-0.265499	-1.275364	-0.846431	nan	0.160862	0.311596	0.487005	0.290086	0.284865	0.678130	0.389098	0.422024
0.179942	0.181022	0.181198	0.180720	-0.295250	-1.719300	-0.995713	nan	0.163211	0.281287	0.418920	0.267923	0.261964	0.625868	0.348375	0.385115
0.179942	0.181022	0.181198	0.180720	29.203104	1.173896	7.424041	6.337233	0.272285	0.271100	0.352269	0.296262	0.232623	0.477587	0.287544	0.317300
0.179942	0.181022	0.181198	0.180720	-0.754293	0.463065	0.574447	nan	0.151038	0.220384	0.256355	0.204348	0.257377	0.326469	0.277911	0.285829
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-0.680582	1.369724	1.055878	nan	0.420039	0.909188	0.812988	0.677136
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	1.252830	0.975764	0.946252	1.049739	-2.609933	1.217368	0.812988	nan
0.179942	0.181022	0.181198	0.180720	-2.272009	0.750605	0.972616	nan	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan
0.179942	0.181022	0.181198	0.180720	-0.415925	0.586383	1.423785	nan	0.211669	0.492922	0.311300	0.319060	-70.553685	0.631047	1.027200	nan
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan	0.353191	0.383425	0.346550	0.360705
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-2.609933	1.217368	0.812988	nan	0.353191	0.383425	0.346550	0.360705
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-0.882935	10.172261	-6.233145	3.825468	-2.609933	1.217368	0.812988	nan
0.179942	0.181022	0.181198	0.180720	-0.388879	2.787067	-1.953047	1.283979	0.232559	0.472861	0.347510	0.336831	-70.553685	0.631047	1.027200	nan
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-0.227797	-0.335046	-0.295929	nan	-0.382831	1.973283	1.034728	nan
0.179942	0.181022	0.181198	0.180720	-70.553685	0.631047	1.027200	nan	-0.223771	-0.388777	-0.333317	nan	0.527442	0.743564	0.602213	0.618132
0.179942	0.181022	0.181198	0.180720	-0.487942	-15.828752	-2.132827	nan	-70.553685	0.631047	1.027200	nan	0.500430	1.939018	1.935578	1.233801
